2476.941000000,2053.064000000
2264.248000000,2576.041000000
2789.701000000,2088.707000000
2244.135000000,1688.195000000
2359.170000000,2408.998000000
2066.526000000,2423.796000000
2641.868000000,2201.917000000
2409.218000000,1935.265000000
2458.138000000,2070.934000000
2478.381000000,2049.738000000
2185.145000000,2426.330000000
562.981000000,452.006000000
2514.783000000,1916.546000000
2486.854000000,2463.722000000
2546.518000000,2459.542000000
2908.006000000,2771.966000000
4983.981000000,1709.006000000
2546.518000000,2459.542000000
2767.730000000,2419.916000000
2116.294000000,3161.199000000
2409.218000000,1935.265000000
2501.295000000,2692.176000000
2466.324000000,2056.677000000
2476.832000000,2041.614000000
2483.395000000,2055.557000000
3110.175000000,2425.975000000
2459.969000000,2505.372000000
2061.847000000,2331.104000000
2468.678000000,2045.330000000
1582.985000000,1931.994000000
2502.459000000,2214.725000000
2287.299000000,2411.140000000
2476.532000000,2065.414000000
2346.783000000,2884.227000000
2940.561000000,2891.157000000
2861.155000000,2078.696000000
3688.978000000,2036.003000000
4045.980000000,605.012000000
2494.158000000,2069.269000000
2432.682000000,1966.347000000
2466.716000000,2062.321000000
2174.677000000,2578.611000000
1882.545000000,2077.958000000
2474.909000000,2077.126000000
2475.137000000,2030.193000000
2152.087000000,2283.192000000
2783.225000000,2764.650000000
2349.221000000,2855.993000000
2634.540000000,2818.468000000
2477.897000000,2035.440000000
