2477.529000000,2052.636000000,0.000000000,6.500000000,2477.529000000
2266.130000000,2576.520000000,131704.313819984,1.395366977,2266.130000000
2789.226000000,2089.254000000,166264.679689354,1.524074145,2789.226000000
2245.647000000,1685.777000000,127761.499397080,2.157966867,2245.647000000
2365.192000000,2408.281000000,119563.879998812,5.260924824,2365.192000000
2065.833000000,2426.858000000,142298.394457934,3.759697993,2065.833000000
2646.824000000,2202.928000000,119674.053130725,4.491869210,2646.824000000
2409.490000000,1937.295000000,129062.478206054,2.629080448,2409.490000000
2463.893000000,2072.094000000,72912.165999507,5.326492373,2463.893000000
2482.258000000,2045.029000000,37256.323846660,3.199596381,2482.258000000
2183.122000000,2422.530000000,146824.996783199,4.273951333,2183.122000000
563.011000000,451.980000000,10844.261957671,0.041593269,563.011000000
2511.063000000,1916.137000000,131704.313819984,4.470680038,2511.063000000
2486.769000000,2458.992000000,129538.838897489,4.429512050,2486.769000000
2546.958000000,2454.925000000,193909.907861485,4.273411401,2546.958000000
2914.061000000,2772.313000000,54450.265284242,5.377513645,2914.061000000
4984.066000000,1708.975000000,9862.794856312,0.092005435,4984.066000000
2550.926000000,2463.832000000,192663.745952409,4.004209410,2550.926000000
2767.543000000,2414.975000000,115345.325782110,4.734986800,2767.543000000
2122.518000000,3160.962000000,74816.950051116,5.470670160,2122.518000000
2406.129000000,1932.519000000,141905.752168910,5.119701554,2406.129000000
2506.877000000,2692.205000000,68108.293676764,4.966884839,2506.877000000
2467.180000000,2057.161000000,0.000000000,6.500000000,2467.180000000
2475.781000000,2039.031000000,95148.073635176,1.746146615,2475.781000000
2488.623000000,2054.730000000,0.000000000,6.500000000,2488.623000000
3108.772000000,2430.532000000,168112.497447696,5.332890586,3108.772000000
2461.325000000,2505.713000000,145478.897121572,1.035175830,2461.325000000
2060.646000000,2327.406000000,141775.112312200,3.757707945,2060.646000000
2469.021000000,2045.615000000,0.000000000,6.500000000,2469.021000000
1583.158000000,1931.936000000,6292.163512880,0.187984042,1583.158000000
2498.828000000,2216.177000000,132434.153519467,4.756604356,2498.828000000
2284.074000000,2410.132000000,123026.877081239,3.964599475,2284.074000000
2477.321000000,2064.176000000,0.000000000,6.500000000,2477.321000000
2348.922000000,2885.722000000,139444.053887146,2.218008341,2348.922000000
2939.324000000,2897.461000000,116305.432332847,5.097049539,2939.324000000
2863.050000000,2079.628000000,64624.917249539,1.771282304,2863.050000000
3689.021000000,2036.038000000,6103.795855585,0.084905830,3689.021000000
4045.979000000,604.980000000,3011.618803079,0.002236068,4045.979000000
2494.401000000,2066.836000000,97364.356979889,1.863210670,2494.401000000
2431.677000000,1963.277000000,157325.818544647,2.866202017,2431.677000000
2467.323000000,2061.949000000,0.000000000,6.500000000,2467.323000000
2177.885000000,2580.507000000,65343.139964960,3.299561486,2177.885000000
1881.162000000,2073.042000000,70145.529841997,4.928892168,1881.162000000
2475.922000000,2076.299000000,0.000000000,6.500000000,2475.922000000
2474.441000000,2025.339000000,86776.074499115,4.240996345,2474.441000000
2153.981000000,2283.913000000,98446.436398038,1.686123364,2153.981000000
2784.850000000,2766.509000000,113031.632473870,2.403661374,2784.850000000
2350.810000000,2857.618000000,138675.582887189,2.260564752,2350.810000000
2640.301000000,2819.305000000,24592.348238462,5.067711120,2640.301000000
2480.680000000,2035.840000000,86456.967803391,1.598710731,2480.680000000
