2477.529000000,2052.636000000
2264.965000000,2575.752000000
2790.377000000,2088.255000000
2244.872000000,1687.791000000
2359.941000000,2408.604000000
2067.256000000,2423.378000000
2642.584000000,2201.445000000
2409.930000000,1934.703000000
2458.857000000,2070.359000000
2479.149000000,2045.785000000
2185.730000000,2425.916000000
562.970000000,451.973000000
2515.519000000,1916.499000000
2487.528000000,2463.356000000
2547.192000000,2459.192000000
2908.719000000,2771.696000000
4983.974000000,1708.974000000
2546.924000000,2463.965000000
2768.415000000,2419.629000000
2117.052000000,3160.736000000
2410.709000000,1930.231000000
2501.930000000,2691.761000000
2467.180000000,2057.161000000
2477.079000000,2040.199000000
2488.623000000,2054.730000000
3110.803000000,2425.601000000
2460.567000000,2505.008000000
2062.583000000,2330.626000000
2469.021000000,2045.615000000
1582.975000000,1931.979000000
2503.179000000,2214.255000000
2287.994000000,2410.725000000
2477.321000000,2064.176000000
2347.567000000,2883.966000000
2940.907000000,2892.616000000
2861.870000000,2078.307000000
3688.976000000,2035.966000000
4045.978000000,604.978000000
2494.786000000,2068.659000000
2433.342000000,1965.610000000
2467.323000000,2061.949000000
2175.480000000,2578.248000000
1883.275000000,2077.495000000
2475.922000000,2076.299000000
2475.728000000,2029.380000000
2152.735000000,2282.777000000
2783.948000000,2764.281000000
2349.853000000,2855.570000000
2635.441000000,2817.869000000
2479.106000000,2035.560000000
