2477.529000000,2052.636000000,0.000000000,6.500000000,2477.529000000
2264.965000000,2575.752000000,0.000000000,6.500000000,2264.965000000
2790.448000000,2082.845000000,104809.343336288,5.410465876,2790.448000000
2244.891000000,1687.155000000,107053.285383336,0.636283742,2244.891000000
2359.969000000,2408.696000000,39373.135370085,0.096166522,2359.969000000
2067.187000000,2427.165000000,34930.113756355,3.787628546,2067.187000000
2647.347000000,2204.138000000,79213.645415285,5.471601045,2647.347000000
2413.001000000,1937.552000000,68233.869414167,4.189014443,2413.001000000
2458.857000000,2070.359000000,0.000000000,6.500000000,2458.857000000
2479.149000000,2045.785000000,0.000000000,6.500000000,2479.149000000
2184.604000000,2427.974000000,124968.339721122,2.345898549,2184.604000000
562.970000000,451.973000000,0.000000000,6.500000000,562.970000000
2515.180000000,1918.985000000,113553.362784194,2.509007174,2515.180000000
2489.306000000,2467.184000000,91285.121933113,4.220766281,2489.306000000
2543.578000000,2463.296000000,97364.356979889,5.468437803,2543.578000000
2910.967000000,2767.871000000,128469.489983120,4.436679952,2910.967000000
4984.889000000,1705.425000000,6711.197196984,3.665054706,4984.889000000
2543.578000000,2463.296000000,97364.356979889,3.412224641,2543.578000000
2768.697000000,2416.640000000,113657.997475015,3.002273305,2768.697000000
2121.575000000,3158.271000000,106856.267459996,5.151092505,2121.575000000
2413.316000000,1931.206000000,76700.818769351,2.783356607,2413.316000000
2507.314000000,2691.600000000,116091.387012618,5.386406687,2507.314000000
2467.180000000,2057.161000000,0.000000000,6.500000000,2467.180000000
2477.079000000,2040.199000000,0.000000000,6.500000000,2477.079000000
2488.623000000,2054.730000000,0.000000000,6.500000000,2488.623000000
3113.006000000,2426.955000000,134400.226308217,2.585831588,3113.006000000
2462.185000000,2505.435000000,136646.968074047,1.673395650,2462.185000000
2067.708000000,2330.347000000,118795.502794166,5.132588626,2067.708000000
2469.021000000,2045.615000000,0.000000000,6.500000000,2469.021000000
1583.779000000,1930.728000000,4096.377763697,1.487083387,1583.779000000
2498.205000000,2216.051000000,140863.994636126,5.288316556,2498.205000000
2293.295000000,2411.517000000,80094.003053329,5.359838151,2293.295000000
2477.321000000,2064.176000000,0.000000000,6.500000000,2477.321000000
2347.338000000,2879.284000000,136521.169506645,4.687596932,2347.338000000
2939.637000000,2896.819000000,107250.666561571,4.390684343,2939.637000000
2861.640000000,2075.997000000,142036.512404802,2.321421978,2861.640000000
3688.976000000,2035.966000000,0.000000000,6.500000000,3688.976000000
4045.978000000,604.978000000,0.000000000,6.500000000,4045.978000000
2494.786000000,2068.659000000,0.000000000,6.500000000,2494.786000000
2432.302000000,1962.504000000,61830.107275172,3.275490192,2432.302000000
2467.323000000,2061.949000000,0.000000000,6.500000000,2467.323000000
2178.327000000,2581.699000000,81658.237135859,4.473791457,2178.327000000
1881.381000000,2081.637000000,140475.310269688,4.554492288,1881.381000000
2475.922000000,2076.299000000,0.000000000,6.500000000,2475.922000000
2475.728000000,2029.380000000,0.000000000,6.500000000,2475.728000000
2151.121000000,2279.987000000,105390.144506916,3.223212063,2151.121000000
2781.067000000,2762.503000000,205873.287673353,3.385475594,2781.067000000
2344.955000000,2856.994000000,143615.065290748,5.100801898,2344.955000000
2640.207000000,2819.270000000,85822.270505402,4.967651055,2640.207000000
2479.106000000,2035.560000000,0.000000000,6.500000000,2479.106000000
